Longitude,Latitude,D_Middle School,Rooms,Halls,Area,Orientation,Renovation,Floor_Position,Total_Floors,Building_Type,D_Hospital,D_Subway Station,D_Primary_School,Price
120.9278365,31.4156955,2594.856964,3,2,108.74,2,1,2,17,1,3689.44156,2091.629609,443.0459009,218
120.5978066,31.29036102,749.1561412,2,1,67.36,2,1,1,5,1,1415.116474,909.7033017,0,135
121.1439415,31.30249721,6409.908816,1,2,62.4,2,1,3,34,1,3372.775147,4252.402405,766.9533471,125
120.6258653,31.14373298,5760.394335,3,2,107.34,2,1,2,33,1,1559.342877,924.6054763,1062.400715,215
120.5754851,31.28333912,501.5624881,2,2,109.39,2,1,1,25,1,1558.903618,1284.020465,1203.880231,219
120.7344494,31.35487543,1862.078441,2,2,88.95,2,1,2,18,1,2166.609859,655.6154072,1862.078441,178
120.5630495,31.27517784,751.445086,3,1,95.02,2,1,2,5,3,815.8903596,1690.211259,2095.258553,190
120.988283,31.41990532,3230.274717,3,1,135.08,2,1,1,18,3,2414.935469,3321.316693,1103.13683,270
120.6153478,31.38151373,2748.92447,3,2,88.09,2,3,3,30,1,1446.777921,850.2739071,1112.813834,176
120.6176467,31.35843297,1665.194324,2,2,84.14,2,2,3,24,1,2182.47215,1140.171867,1277.709498,168
120.6274471,31.27267956,925.8629588,2,2,94.67,2,1,1,7,2,616.8064888,699.092822,799.9745754,189
121.142709,31.2928549,6501.362839,2,2,74.24,2,1,2,29,1,3299.965299,4261.788419,581.1436336,148
120.6035752,31.39146875,2580.222859,4,2,163.54,2,1,3,31,3,2145.333242,688.1152316,2679.186398,326
120.969656,31.38500682,1810.471883,2,2,89.31,2,2,3,5,4,441.6675673,770.0461017,324.610504,178
120.519818,31.25661889,579.5164735,3,2,89.35,2,1,2,17,3,3171.6149,0,597.8597392,178
120.580594,31.88873234,271.9386986,4,2,127.02,2,1,2,26,1,4010.623406,6549.083821,3203.011614,253
120.6260916,31.40447133,0,2,2,85.37,2,1,2,25,1,718.2330199,204.041903,2377.46584,170
120.6242606,31.21932271,1891.490413,4,2,149.86,2,1,2,24,1,2320.363889,1746.459658,2253.539946,298
120.9794509,31.3597808,2493.726077,3,1,85.5,2,1,1,33,2,1838.850476,3287.528705,270.8388619,170
120.6258653,31.14373298,5760.394335,3,2,120.28,2,3,2,27,1,1559.342877,924.6054763,1062.400715,239
120.6176467,31.35843297,1665.194324,3,2,108.28,2,1,3,19,1,2182.47215,1140.171867,1277.709498,215
120.8078937,31.36601755,2608.036236,3,2,145.6,2,1,3,32,2,6815.237511,786.7868498,1409.349273,289
120.5376943,31.28674795,2349.523142,2,2,89.7,2,1,2,14,3,347.470023,186.9315039,393.3110682,178
120.638108,31.43647803,3737.181366,3,2,105.91,2,1,2,30,2,4449.670662,1506.541026,2896.958001,210
121.1647061,31.29132882,8568.044943,1,1,73.13,2,1,3,34,3,5387.276274,6340.047807,2246.000278,145
120.6389258,31.37594973,2755.50349,2,1,79.69,2,1,1,18,1,908.250918,786.4903932,1345.672202,158
120.5359019,31.2768781,1959.444503,3,2,96.36,2,1,3,27,3,906.627889,1142.321825,1374.624147,191
120.6081952,31.38112598,3102.283722,3,1,94.86,2,1,3,24,3,2117.8067,170.7569371,1690.37314,188
120.655768,31.3264479,445.9732087,1,1,46.45,2,2,2,6,1,1135.920228,1569.771451,460.7215936,92
120.5344937,31.2811165,2232.17862,3,2,110.07,2,1,1,24,3,428.4140804,682.0964064,1089.016589,218
120.6053631,31.37219954,3499.92468,4,2,125.82,2,3,2,16,1,2523.972887,835.1710108,1492.004823,249
121.046952,31.37704959,2374.318303,3,1,113.7,2,1,2,11,1,2256.972116,851.5442595,880.7526385,225
120.5978066,31.29036102,749.1561412,2,1,58.62,2,1,1,5,3,1415.116474,909.7033017,0,116
121.087105,31.29925596,1439.782807,3,2,106.13,2,1,3,30,2,1699.077875,1191.266202,1052.544577,210
120.6971339,31.24563604,1411.943314,3,2,90.98,2,1,2,17,1,5037.64642,0,0,180
120.6971339,31.24563604,1411.943314,3,2,83.44,2,2,3,33,1,5037.64642,0,0,165
120.6096309,31.36998042,3032.924764,2,2,80.97,2,1,2,18,1,2253.738195,541.4918396,1503.237096,160
120.4847887,31.33400285,1284.396461,4,2,126.53,2,1,2,8,1,6428.760504,5053.507488,2362.120075,250
120.7379129,31.25050734,2266.129671,2,1,61.75,2,2,2,4,1,7589.664737,295.5966298,1815.113729,122
120.5462229,31.28694762,1858.191388,2,2,82.04,2,1,2,5,1,1117.786116,992.1704676,116.1699653,162
120.6176467,31.35843297,1665.194324,3,2,109.4,2,1,2,32,1,2182.47215,1140.171867,1277.709498,216
120.6448777,31.1889627,4161.012067,3,2,85.6,2,1,3,18,1,2826.742694,606.4932671,5102.620569,169
120.7379129,31.25050734,2266.129671,2,2,61.8,2,1,2,4,3,7589.664737,295.5966298,1815.113729,122
120.6258653,31.14373298,5760.394335,3,1,98.79,2,1,1,22,1,1559.342877,924.6054763,1062.400715,195
120.7535942,31.28410439,1040.553092,2,1,96.27,2,1,1,25,3,3763.053949,1109.508733,1040.553092,190
121.1564299,31.30156131,7600.716767,2,2,104.4,2,2,2,11,1,4544.959023,5439.091386,1901.250003,206
120.616824,31.37286512,2830.037569,3,2,89.73,2,1,1,22,1,1501.470169,1159.201992,810.2058521,177
120.6242606,31.21932271,1891.490413,3,2,95.84,2,1,3,24,1,2320.363889,1746.459658,2253.539946,189
120.6176467,31.35843297,1665.194324,2,2,73.53,2,1,3,27,1,2182.47215,1140.171867,1277.709498,145
120.5909168,31.2619707,2363.410733,3,1,111.68,2,2,2,5,3,2794.239159,1540.474457,278.3180227,220
120.7406839,31.30569793,591.2886018,4,2,159.91,2,1,3,15,1,2661.527914,1135.398024,591.2886018,315
120.6492609,31.33214401,1079.769555,4,2,129.53,2,1,1,11,0,1683.983105,1883.552276,977.7474755,255
120.6526879,31.11787261,9497.511038,4,1,114.84,2,1,2,16,1,2602.54045,2451.429614,4620.211467,226
120.6350212,31.79383456,2813.2691,2,2,99.09,2,2,3,25,3,3171.079138,10988.47445,7367.863804,195
120.6971339,31.24563604,1411.943314,3,2,102.7,2,1,1,33,1,5037.64642,0,0,202
120.519818,31.25661889,579.5164735,3,2,88.98,2,1,3,18,3,3171.6149,0,597.8597392,175
121.140765,31.29091385,6387.858862,3,2,116.95,2,1,2,30,1,3172.602228,4142.600618,358.6426997,230
120.6576068,31.38376633,1340.769846,3,2,110.92,2,1,2,18,1,2096.912872,2661.251976,934.2242602,218
120.6971339,31.24563604,1411.943314,3,2,95.73,2,1,3,25,1,5037.64642,0,0,188
121.0459954,31.61887312,17513.07382,3,2,81,2,2,3,15,1,6280.631867,0,12316.69959,159
120.635844,31.39080555,1779.291908,3,2,105.97,2,1,3,27,1,1326.094577,1650.804912,1996.466717,208
120.6303936,31.22882099,1638.418543,3,2,91.2,2,1,2,11,3,3342.723942,1525.011492,1715.82283,179
120.6021443,31.13115395,6660.076798,2,2,88.43,2,3,2,5,1,2433.068917,2906.331519,1415.17392,173.5
120.6971339,31.24563604,1411.943314,3,2,89.2,2,1,2,32,3,5037.64642,0,0,175
120.6081952,31.38112598,3102.283722,3,1,115.71,2,1,3,24,2,2117.8067,170.7569371,1690.37314,227
120.497949,31.32171267,870.537647,3,2,96.85,2,3,2,6,3,4617.287157,4004.629184,521.5704483,190
121.1647061,31.29132882,8568.044943,3,1,103.48,2,1,1,34,3,5387.276274,6340.047807,2246.000278,203
120.5978066,31.29036102,749.1561412,2,2,84.11,2,3,1,17,1,1415.116474,909.7033017,0,165
121.0771892,31.29193896,1876.419756,4,2,109.6,2,3,2,22,3,746.5283121,1585.623346,239.1624409,215
120.615456,31.37944388,2960.371687,3,2,116.26,2,1,2,21,2,1423.195178,871.7670632,983.717762,228
120.6274471,31.27267956,925.8629588,2,2,95.38,2,1,1,5,1,616.8064888,699.092822,799.9745754,187
120.7217179,31.36528232,299.5066846,3,2,91.84,2,1,3,11,1,770.8305169,1138.15742,299.5066846,180
120.6971339,31.24563604,1411.943314,3,2,96.5,2,1,2,27,1,5037.64642,0,0,189
120.6971339,31.24563604,1411.943314,3,1,106.3,2,1,3,32,3,5037.64642,0,0,208
121.1647061,31.29132882,8568.044943,3,2,126.76,2,1,2,34,3,5387.276274,6340.047807,2246.000278,248
120.6176073,31.3488858,1519.258987,1,1,21.98,3,1,3,23,3,1319.821834,606.1916303,623.1207437,43
120.6020945,31.34944615,2770.269674,3,2,92.02,2,1,2,5,1,1073.331177,11.55133546,162.0978905,180
121.1162168,31.28866826,4357.366421,3,1,127.31,2,1,2,4,3,1340.1899,2203.848745,2290.771693,249
120.7214096,31.37900095,1605.07285,4,2,147.29,2,1,2,6,1,1469.553324,2304.611181,1605.07285,288
120.776152,31.36984661,552.5246376,2,1,69.06,2,3,2,4,3,5542.407857,1151.38401,552.5246376,135
120.6971339,31.24563604,1411.943314,3,2,125.35,2,1,2,21,3,5037.64642,0,0,245
120.615832,31.3776009,3142.55253,2,1,86.99,2,3,3,30,1,1407.196943,963.8416531,877.6946637,170
120.5977551,31.21907743,2287.921626,3,2,95.23,2,1,3,27,1,817.7809019,556.5941244,514.3734609,186
120.6176467,31.35843297,1665.194324,3,2,125.52,2,3,2,24,3,2182.47215,1140.171867,1277.709498,245
120.538325,31.26844386,1721.966698,4,2,133.27,2,3,2,25,3,1869.320805,378.793088,1630.249397,260
120.5462229,31.28694762,1858.191388,2,1,82.04,2,2,1,6,1,1117.786116,992.1704676,116.1699653,160
120.6399243,31.28058815,1030.08562,3,2,132.37,2,1,2,5,1,572.6114611,546.461253,307.2406517,258
120.6971339,31.24563604,1411.943314,3,2,110.55,2,1,3,31,3,5037.64642,0,0,215
120.638108,31.43647803,3737.181366,3,2,86.43,2,2,1,25,1,4449.670662,1506.541026,2896.958001,168
120.7143362,31.24898975,637.9639644,2,1,86.49,2,1,2,31,1,6135.787092,670.8034625,1376.595076,168
120.4286199,31.34211666,1360.418844,5,2,194.26,2,3,3,4,1,1988.72673,10220.96803,503.0018205,377
120.934176,31.28923884,1964.387392,4,2,128.84,2,1,1,18,0,2775.210469,9815.507628,592.9750516,250
120.610089,31.36616494,2730.422186,3,1,97.92,2,1,3,24,1,2451.385645,181.3529738,1256.096717,190
120.5376943,31.28674795,2349.523142,3,2,95.46,2,1,3,6,3,347.470023,186.9315039,393.3110682,185
120.6971339,31.24563604,1411.943314,3,2,106.3,2,1,3,32,3,5037.64642,0,0,206
120.9794509,31.3597808,2493.726077,3,2,85.8,2,1,1,33,1,1838.850476,3287.528705,270.8388619,166
120.6986607,31.27394584,1503.032736,3,2,107.52,2,3,3,33,1,3063.162789,2297.429142,1429.926506,208
120.7495427,31.28937231,351.4736319,3,2,123.59,2,1,1,5,1,3369.106663,1169.485167,351.4736319,239
120.6971339,31.24563604,1411.943314,3,2,90.53,2,1,2,18,1,5037.64642,0,0,175
120.6258653,31.14373298,5760.394335,3,2,93.12,4,2,2,20,1,1559.342877,924.6054763,1062.400715,180
120.6147473,31.23244827,182.1055166,3,2,89.5,2,3,1,32,1,2636.883369,531.6582607,1009.05384,173
120.6303936,31.22882099,1638.418543,3,1,87.45,2,1,1,11,3,3342.723942,1525.011492,1715.82283,169
120.5376917,31.26978767,1749.307434,3,1,124.21,3,3,3,33,3,1711.638758,478.397419,1643.333707,240
120.6385167,31.36071411,1124.710978,3,1,108.71,2,1,1,6,1,2248.976354,654.9074549,1854.087929,210
120.6082659,31.37755458,3438.166653,4,2,139.31,2,1,3,15,1,2119.268013,406.967637,1581.585978,269
120.6971339,31.24563604,1411.943314,3,2,115.5,2,1,2,32,3,5037.64642,0,0,223
120.6986607,31.27394584,1503.032736,3,2,87.6,2,3,3,33,3,3063.162789,2297.429142,1429.926506,169
120.9794509,31.3597808,2493.726077,3,2,98.5,2,1,2,33,1,1838.850476,3287.528705,270.8388619,190
120.6079114,31.37799252,3412.747182,4,2,139.46,2,1,3,26,1,2147.773307,348.6648577,1622.351352,269
120.6304589,31.22531556,1818.667691,3,2,88.15,2,1,2,5,1,3140.728943,1779.915986,2036.038308,170
120.9013354,31.59720943,9110.777135,3,2,117.72,2,1,2,7,1,7676.663119,4498.008232,8920.248456,227
120.628012,31.12912485,7342.517524,3,2,123.46,2,1,1,18,1,592.1006224,2183.135357,2060.648898,238
120.631656,31.11914199,8504.144228,3,2,95.97,2,1,2,34,1,742.9912448,2994.967459,3175.841414,185
121.087105,31.29925596,1439.782807,4,3,106.51,2,1,3,30,2,1699.077875,1191.266202,1052.544577,205
120.6070602,31.3719959,3364.267604,5,2,97.71,2,1,3,18,1,2380.672137,768.9128461,1543.652736,188
120.630112,31.23334186,1507.538903,2,2,85.77,2,1,2,18,1,3634.4824,1317.068023,1342.871837,165
120.635557,31.2796906,1113.980282,3,1,66.54,2,3,1,6,1,568.5512598,715.9840765,686.8663203,128
120.6176467,31.35843297,1665.194324,3,1,92.57,2,3,2,21,1,2182.47215,1140.171867,1277.709498,178
120.9940263,31.41086033,2309.431329,2,2,97.35,2,1,1,18,1,2663.820881,2387.18816,178.7359754,187
120.9783659,31.38166471,1337.985902,3,2,174.41,2,1,3,33,1,1259.233425,851.993912,762.0665702,335
120.6141477,31.38510578,2433.539865,3,1,139.54,2,1,2,16,2,1658.505573,872.1035407,1464.366391,268
120.9794509,31.3597808,2493.726077,3,2,98.5,2,1,1,33,1,1838.850476,3287.528705,270.8388619,189
120.6461257,31.33082994,1098.65498,2,2,70.38,2,1,3,6,1,1598.552147,1700.656884,976.9104321,135
120.655811,31.39320589,1011.52938,3,2,98.54,2,3,1,18,3,1767.037207,1812.639238,358.0606921,189
121.1368503,31.29218613,5990.342594,3,2,88.64,2,2,1,18,1,2776.117164,3745.360264,659.4812586,170
120.7223324,31.25180881,804.2081452,3,2,117.97,2,1,1,19,3,6395.482966,1075.849771,1367.089184,226
120.61459,31.13294082,6585.176077,3,1,98.14,2,2,1,9,1,1493.415138,2172.465445,1201.000638,188
120.5779756,31.38453278,3208.728855,3,2,95.66,2,1,1,18,3,4693.641137,2731.245447,2549.660974,183
120.628012,31.12912485,7342.517524,3,2,104.55,2,1,3,18,1,592.1006224,2183.135357,2060.648898,200
120.6176073,31.3488858,1519.258987,1,1,22.48,3,1,2,26,3,1319.821834,606.1916303,623.1207437,43
120.6035752,31.39146875,2580.222859,2,2,88.94,2,1,3,31,2,2145.333242,688.1152316,2679.186398,170
120.6043349,31.33039271,664.1335783,2,1,57.03,2,1,1,6,3,1201.785043,487.2476188,168.5182287,109
120.635557,31.2796906,1113.980282,3,1,76.92,2,1,1,6,1,568.5512598,715.9840765,686.8663203,147
120.6258653,31.14373298,5760.394335,3,1,113.58,2,1,1,34,1,1559.342877,924.6054763,1062.400715,217
120.633542,31.24391986,899.5665276,2,2,90.04,2,1,1,6,2,3447.984877,1208.16599,1428.300344,172
120.5193109,31.37010907,1130.001374,2,2,75.92,2,1,3,18,1,6576.070764,1076.099537,339.9350549,145
120.5576156,31.36577111,1574.268879,3,2,86.4,2,1,1,16,1,5370.306904,2668.897379,599.1829283,165
120.6301648,31.24111106,815.1387307,3,2,120.44,2,1,2,11,1,3772.675093,1331.495346,1064.346084,230
120.6274471,31.27267956,925.8629588,3,2,117.84,4,1,2,7,1,616.8064888,699.092822,799.9745754,225
120.7031866,31.26853306,1298.115828,2,2,89.18,2,1,2,33,1,3793.642471,1747.456286,1955.346122,170
121.0063016,31.39439809,905.4985324,4,1,133.82,2,1,3,18,2,693.5376806,713.6495742,220.080001,255
120.7495427,31.28937231,351.4736319,2,2,82.99,2,2,2,5,1,3369.106663,1169.485167,351.4736319,158
120.5376917,31.26978767,1749.307434,3,2,114.54,2,1,3,33,3,1711.638758,478.397419,1643.333707,218
120.9783659,31.38166471,1337.985902,3,1,109.86,2,1,1,38,1,1259.233425,851.993912,762.0665702,209
120.6971339,31.24563604,1411.943314,2,1,85.72,2,1,2,28,3,5037.64642,0,0,163
120.9661491,31.41263323,3154.006938,4,2,139.39,2,2,3,27,2,359.5461068,2609.205805,625.9154292,265
120.8363244,31.26099422,4695.880299,3,1,91.01,2,1,3,18,1,4110.566356,0,1582.45013,173
120.6150678,31.27847116,595.1477882,3,1,65.76,2,1,1,6,1,211.4793075,75.218225,228.6063911,125
120.6031809,31.39498598,2416.766069,3,2,88.41,2,1,1,27,3,2080.871465,306.8148904,2977.843691,168
121.1439415,31.30249721,6409.908816,3,2,92.13,2,1,2,34,1,3372.775147,4252.402405,766.9533471,175
120.6971339,31.24563604,1411.943314,2,2,79.05,2,1,3,32,3,5037.64642,0,0,150
120.544743,31.25969161,1763.332069,3,2,88.59,2,1,3,18,3,2259.125757,954.8862414,2125.453035,168
121.140765,31.29091385,6387.858862,3,2,89.54,2,3,1,11,1,3172.602228,4142.600618,358.6426997,169.8
120.547539,31.27203526,790.1761814,3,2,97.57,2,1,3,33,3,976.7091519,374.8577743,1601.651479,185
120.5919571,31.27647742,909.7160919,2,1,65.93,2,3,1,25,2,2174.539476,413.3453962,923.8519837,125
120.6137348,31.38767388,2205.494599,4,1,123.95,2,1,2,22,1,1564.780841,1027.52954,1706.872749,235
120.6415828,31.22826,2609.132567,3,2,90.25,2,1,2,10,1,4230.262154,981.269951,2560.290931,171
120.6522875,31.40641933,1996.570653,3,2,95.01,2,1,1,17,1,2253.729328,462.841522,706.1506516,180
120.5978066,31.29036102,749.1561412,2,2,94.02,2,1,1,6,1,1415.116474,909.7033017,0,178
120.6258653,31.14373298,5760.394335,3,2,94.02,2,1,2,34,3,1559.342877,924.6054763,1062.400715,178
120.9625664,31.34208073,2987.695732,3,2,89.33,2,1,3,11,1,3565.825971,5250.506746,616.0095005,169
120.6399243,31.28058815,1030.08562,3,1,93.08,2,1,3,24,1,572.6114611,546.461253,307.2406517,176
120.6372607,31.12623556,7981.520612,3,2,113.77,2,1,2,17,0,1072.12356,2049.123837,2898.101709,215
120.4286199,31.34211666,1360.418844,3,1,94.77,2,1,2,15,1,1988.72673,10220.96803,503.0018205,179
120.6258653,31.14373298,5760.394335,4,2,146.64,2,2,2,34,3,1559.342877,924.6054763,1062.400715,276.8
120.6568477,31.12671726,8899.378207,3,1,133.54,2,1,3,11,1,2842.440305,1545.783823,4435.541024,252
120.6176467,31.35843297,1665.194324,3,2,92.76,2,2,3,31,1,2182.47215,1140.171867,1277.709498,175
120.544743,31.25969161,1763.332069,2,2,86.45,2,1,3,18,3,2259.125757,954.8862414,2125.453035,163
120.60197,31.3111839,435.4913751,2,1,58.35,2,1,1,7,1,502.7185398,554.7544352,394.0286041,110
120.6971339,31.24563604,1411.943314,4,2,140.75,2,3,3,31,3,5037.64642,0,0,265
120.633542,31.24391986,899.5665276,1,1,46.74,2,1,2,6,2,3447.984877,1208.16599,1428.300344,88
120.9363004,31.37694824,2033.556573,3,2,90.33,2,1,1,6,1,2677.359405,1600.13738,1451.563797,170
120.6242606,31.21932271,1891.490413,3,2,89.8,2,1,1,26,1,2320.363889,1746.459658,2253.539946,169
120.988283,31.41990532,3230.274717,3,2,170.04,2,3,1,15,3,2414.935469,3321.316693,1103.13683,320
120.6141477,31.38510578,2433.539865,3,2,143.01,2,1,2,16,2,1658.505573,872.1035407,1464.366391,269
120.8363244,31.26099422,4695.880299,1,1,42,2,1,3,16,1,4110.566356,0,1582.45013,79
121.1368503,31.29218613,5990.342594,3,1,87.82,2,1,1,32,1,2776.117164,3745.360264,659.4812586,165
120.6258653,31.14373298,5760.394335,4,1,119.76,2,1,1,33,1,1559.342877,924.6054763,1062.400715,225
120.5216148,31.36531439,1034.187595,3,2,88.36,2,1,2,24,1,6002.622156,1114.880813,241.9583992,166
120.760788,31.37832447,2283.119256,3,2,77.73,2,1,2,18,1,4606.046015,1886.602826,2283.119256,146
120.6971339,31.24563604,1411.943314,2,1,79.23,2,1,1,26,3,5037.64642,0,0,148.8
120.6303936,31.22882099,1638.418543,3,2,116.67,2,1,2,7,3,3342.723942,1525.011492,1715.82283,219
120.6189935,31.37971348,2834.192203,2,2,90.15,2,2,3,15,1,1087.020147,1200.042123,717.0608084,169
120.4286199,31.34211666,1360.418844,3,2,89.64,2,1,3,28,1,1988.72673,10220.96803,503.0018205,168
120.6971339,31.24563604,1411.943314,3,2,106.79,2,1,1,32,3,5037.64642,0,0,200
120.7344494,31.35487543,1862.078441,2,1,91.9,2,1,3,18,1,2166.609859,655.6154072,1862.078441,172
120.8603566,31.38853801,5748.257354,4,2,143.35,2,3,2,18,2,3706.32198,806.8565317,1329.003135,268
120.9429141,31.38739151,2429.108608,3,2,128.39,2,1,1,34,1,1688.689213,1613.259793,948.3508429,240
120.9429141,31.38739151,2429.108608,3,2,128.39,2,1,2,34,1,1688.689213,1613.259793,948.3508429,240
120.6373672,31.28506253,503.3649922,2,2,88.28,2,1,2,32,1,470.3827108,764.4715578,483.6539164,165
120.9872199,31.4152213,2708.563441,3,2,132.69,2,2,2,18,1,2114.3569,2799.015364,814.6794067,248
120.5920718,31.32508131,675.731263,2,1,75,2,3,2,8,1,1348.905734,349.3661016,308.828264,140
120.6519136,31.16723143,5503.255818,3,2,93.81,2,1,1,34,1,412.7991856,892.8182625,4400.086225,175
120.9574885,31.42631452,4860.608226,3,2,112.11,2,1,2,17,2,2047.019469,4152.929769,1936.241599,209
121.0858312,31.29559456,1698.074892,3,2,105.7,2,1,3,25,1,1281.494002,1461.848367,775.1654029,197
120.7626518,31.37488415,1929.407795,3,2,106.79,2,1,3,27,1,4694.391222,1502.059794,1929.407795,199
120.5334653,31.37152025,293.0968924,3,1,93.99,2,1,3,18,1,6219.306094,290.3200225,1263.368605,175
121.1564299,31.30156131,7600.716767,3,1,123,2,1,2,5,1,4544.959023,5439.091386,1901.250003,229
120.6297361,31.24657235,481.64152,3,2,106.95,2,1,1,11,1,3171.974905,1674.941096,1209.295578,199
120.6385167,31.36071411,1124.710978,3,2,107.49,2,1,2,6,1,2248.976354,654.9074549,1854.087929,200
120.6242606,31.21932271,1891.490413,3,2,90.3,2,1,3,18,1,2320.363889,1746.459658,2253.539946,168
120.9363121,31.43068477,3223.87457,4,2,129,2,1,1,27,1,3679.83045,3791.677997,707.0170585,240
120.6258653,31.14373298,5760.394335,3,1,95.75,2,1,2,29,1,1559.342877,924.6054763,1062.400715,178
120.4951,31.31663291,1447.348083,3,2,118.5,2,1,2,10,1,4277.653434,4461.735647,754.9501987,220
120.6366738,31.26142526,1272.560478,1,1,69.53,3,1,3,33,1,1533.723565,1331.33482,1851.837539,129
120.6576068,31.38376633,1340.769846,3,2,110.5,2,1,3,18,1,2096.912872,2661.251976,934.2242602,205
120.513411,31.24661588,1146.285752,3,2,113.22,2,1,2,35,3,4341.407073,1268.116495,841.5613199,210
120.5970136,31.30646347,408.4685081,3,2,53.27,2,1,1,6,3,543.1864597,363.8754483,188.3125079,98.8
120.6519136,31.16723143,5503.255818,3,2,87.39,2,1,2,34,3,412.7991856,892.8182625,4400.086225,162
120.5989735,31.32171814,489.4424287,2,1,89.61,2,3,1,1,0,866.4690491,713.1618185,722.5893972,166
120.5865938,31.30590125,1311.224461,2,2,48.63,2,2,1,6,4,610.8307641,610.8307641,563.5594004,90
120.6576068,31.38376633,1340.769846,3,2,112.41,2,3,2,20,1,2096.912872,2661.251976,934.2242602,208
121.0023865,31.41252699,2794.929003,3,2,100,2,1,1,26,1,2713.256763,2425.852335,672.1735539,185
120.599114,31.38308588,3494.490879,3,2,86.5,2,1,2,26,3,2955.195295,736.7433824,2574.782058,160
120.5977551,31.21907743,2287.921626,2,1,83.88,2,1,2,26,1,817.7809019,556.5941244,514.3734609,155
120.6461257,31.33082994,1098.65498,3,1,73.06,2,2,2,6,1,1598.552147,1700.656884,976.9104321,135
120.6971339,31.24563604,1411.943314,2,2,89.31,2,1,3,27,1,5037.64642,0,0,165
120.6258653,31.14373298,5760.394335,3,1,107.34,2,1,1,33,1,1559.342877,924.6054763,1062.400715,198
120.6971339,31.24563604,1411.943314,3,2,95.43,2,1,3,17,1,5037.64642,0,0,176
121.1439415,31.30249721,6409.908816,2,1,69.47,2,2,2,27,1,3372.775147,4252.402405,766.9533471,128
120.5216148,31.36531439,1034.187595,3,2,89.56,2,1,1,28,3,6002.622156,1114.880813,241.9583992,165
120.6053631,31.37219954,3499.92468,4,2,127.56,2,2,2,16,1,2523.972887,835.1710108,1492.004823,235
121.0164817,31.5632752,10766.32521,2,2,77.08,2,1,3,17,1,5951.981031,3219.298558,9763.21618,142
120.5733826,31.31564818,1524.59737,2,1,100.44,2,1,2,18,1,2090.017508,1044.49306,593.2337532,185
120.9794509,31.3597808,2493.726077,3,2,85.8,2,2,3,33,1,1838.850476,3287.528705,270.8388619,158
120.4286199,31.34211666,1360.418844,3,2,114.08,2,1,2,28,1,1988.72673,10220.96803,503.0018205,210
120.6258653,31.14373298,5760.394335,3,2,106.58,2,1,3,33,3,1559.342877,924.6054763,1062.400715,196
120.6971339,31.24563604,1411.943314,2,2,79.41,2,1,3,32,1,5037.64642,0,0,146
120.5334653,31.37152025,293.0968924,3,2,94.13,2,1,1,18,1,6219.306094,290.3200225,1263.368605,173
120.6150678,31.27847116,595.1477882,3,1,78.91,2,1,1,6,1,211.4793075,75.218225,228.6063911,145
120.7143362,31.24898975,637.9639644,3,1,87.11,2,1,1,32,1,6135.787092,670.8034625,1376.595076,159.99
120.6524482,31.18665604,4899.116581,3,2,98.04,2,1,1,26,2,2399.069306,621.0113967,5842.645402,180
121.1562871,31.472295,2677.741328,3,2,128.04,2,1,1,20,0,500.3686791,9605.19438,3099.662544,235
120.6461257,31.33082994,1098.65498,2,1,53.4,2,2,2,6,1,1598.552147,1700.656884,976.9104321,98
120.6748661,31.18351991,7057.10613,3,2,103.63,2,1,3,10,1,2737.586643,2664.884249,7224.332962,190
120.5748362,31.38528635,3235.709639,3,1,98.18,2,1,2,18,1,4951.935789,3038.671654,2370.566544,180
120.6176467,31.35843297,1665.194324,3,2,109.1,2,3,2,32,1,2182.47215,1140.171867,1277.709498,200
120.6242606,31.21932271,1891.490413,3,2,96.04,2,1,3,31,1,2320.363889,1746.459658,2253.539946,176
120.6189935,31.37971348,2834.192203,2,2,79.67,2,1,2,14,1,1087.020147,1200.042123,717.0608084,146
120.5899148,31.20401139,1797.663893,3,2,87.31,2,1,2,27,1,1393.708588,1000.163435,274.5266108,160
120.9429141,31.38739151,2429.108608,4,2,135.38,2,1,1,22,0,1688.689213,1613.259793,948.3508429,248
120.7143362,31.24898975,637.9639644,3,1,87.41,2,3,1,32,1,6135.787092,670.8034625,1376.595076,160
120.4286199,31.34211666,1360.418844,3,2,97.25,2,3,3,20,3,1988.72673,10220.96803,503.0018205,178
120.69868,31.34609034,2810.209924,3,2,94.6,2,1,2,4,1,2780.130818,477.2417423,391.6596003,173
120.6971339,31.24563604,1411.943314,3,1,97.36,2,1,2,17,1,5037.64642,0,0,178
120.6189935,31.37971348,2834.192203,2,1,77.67,2,2,1,15,1,1087.020147,1200.042123,717.0608084,142
120.6971339,31.24563604,1411.943314,3,1,92,2,1,3,32,1,5037.64642,0,0,168
121.1280493,31.47483536,4835.493091,3,2,104.05,2,1,3,24,3,2132.067386,8003.072962,2340.351027,190
120.6304589,31.22531556,1818.667691,3,2,90.37,2,1,2,15,3,3140.728943,1779.915986,2036.038308,165
120.633542,31.24391986,899.5665276,2,2,82.19,2,1,2,5,1,3447.984877,1208.16599,1428.300344,150
120.6043349,31.33039271,664.1335783,1,1,45.53,2,1,1,6,3,1201.785043,487.2476188,168.5182287,83
120.6274471,31.27267956,925.8629588,2,2,92.76,2,2,1,3,3,616.8064888,699.092822,799.9745754,169
120.638108,31.43647803,3737.181366,2,2,79.6,2,3,1,25,1,4449.670662,1506.541026,2896.958001,145
